X,Y,OBJECTID,PROPERTY_ID,UGLG_KEY,HUB_NAME_TEXT,SERVICING_SITE_NAME_TEXT,PROJECT_MANAGER_NAME_TEXT,PROPERTY_NAME_TEXT,ADDRESS_LINE1_TEXT,ADDRESS_LINE2_TEXT,AUTOMATIC_GEOCODE_IND,CONGRESSIONAL_DISTRICT_CODE,PLACED_BASE_CITY_NAME_TEXT,TOTAL_ASSISTED_UNIT_COUNT,TOTAL_UNIT_COUNT,PROPERTY_ON_SITE_PHONE_NUMBER,PROPERTY_CATEGORY_NAME,CLIENT_GROUP_CODE,CLIENT_GROUP_NAME,CLIENT_GROUP_TYPE,REAC_LAST_INSPECTION_ID,REAC_LAST_INSPECTION_SCORE,FASS_LAST_PERFORMANCE_VALUE,FASS_LST_TOT_MGMT_COND_CNT,FASS_LAST_REFERRED_TO_CODE,IS_AFS_REQUIRED_IND,AFS_FISCAL_YR_END_DATE,HAS_ACTIVE_FINANCING_IND,PRIMARY_FINANCING_TYPE,IS_ALL_FINANCING_PIPELINE_IND,IS_ALL_CONTRACT_PIPELINE_IND,IS_UNDER_MANAGEMENT_IND,HAS_SERVICE_AGREEMENT_IND,HAS_USE_RESTRICTION_IND,HAS_ACTIVE_IRP_IND,IS_SERVICE_COORDINATOR_IND,PRIMARY_FHA_NUMBER,ASSOCIATED_FHA_NUMBER,ASSOCIATED_CONTRACT_NUMBER,IS_ACTIVE_DEC_CASE_IND,WAS_EVER_DEC_CASE_IND,IS_INSURED_IND,WAS_EVER_INSURED_IND,IS_202_811_IND,WAS_EVER_202_811_IND,IS_HUD_HELD_IND,IS_HUD_OWNED_IND,IS_FLEXIBLE_SUBSIDY_IND,IS_HOSPITAL_IND,IS_NURSING_HOME_IND,IS_BOARD_AND_CARE_IND,IS_ASSISTED_LIVING_IND,IS_REFINANCED_IND,IS_221D3_IND,IS_221D4_IND,IS_236_IND,IS_IN_DEFAULT_DELINQUENT_IND,IS_NON_INSURED_IND,IS_BMIR_IND,IS_RISK_SHARING_IND,IS_MIP_IND,IS_CO_INSURED_IND,IS_SUBSIDIZED_IND,WAS_EVER_SUBSIDIZED_IND,HAS_ACTIVE_ASSISTANCE_IND,WAS_EVER_ASSISTED_IND,IS_ACC_OLD_IND,IS_ACC_PERFORMANCE_BASED_IND,IS_SEC8_IND,IS_PAC_IND,IS_PRAC_IND,IS_RENT_SUPPLEMENT_IND,IS_SECTION_236_RAP_IND,IS_SEC8_202_IND,IS_SEC8_FMHA_515_IND,IS_SEC8_STATE_AGENCY_HFA_IND,IS_SEC8_LMSA_IND,IS_SEC8_PRPRTY_DISPOSITION_IND,IS_SEC8_PRESERVATION_IND,IS_SEC8_OTHR_NW_CNSTRCTION_IND,IS_SEC8_OTHER_SUB_REHAB_IND,IS_PENSION_FUND_IND,IS_PAC_202_IND,IS_PAC_811_IND,IS_PRAC_202_IND,IS_PRAC_811_IND,HAS_FULL_DEBT_RESTRUCTURE_IND,LAST_CRITICAL_DATE_DESC,OAHP_PROJECT_RECOMMENDATION_TX,OAHP_PROCESSING_TYPE,IS_ON_WATCH_LIST_IND,IS_GREEN_RETROFIT_IND,IS_202_DIRECT_LOAN_IND,IS_202_CAPITAL_ADVANCE_IND,IS_811_CAPITAL_ADVANCE_IND,ENERGY_PERFORMANCE_CONTRCT_IND,IS_SEC8_RAD_DEMO_CONV_IND,FINANCIAL_STMNT_REQ_IND,IS_811_PRA_DEMO_IND,CONTRACT1,CONTRACT2,CONTRACT_COUNT,UNITS1,UNITS2,MAXIMUM_CONTRACT_UNIT_COUNT,PROGRAM_TYPE1,PROGRAM_TYPE2,EXPIRATION_DATE1,EXPIRATION_DATE2,RENT_TO_FMR_RATIO1,RENT_TO_FMR_RATIO2,BD0_CNT1,BD0_CNT2,BD1_CNT1,BD1_CNT2,BD2_CNT1,BD2_CNT2,BD3_CNT1,BD3_CNT2,BD4_CNT1,BD4_CNT2,BD5_CNT1,BD5_CNT2,FHA_NUM1,FHA_NUM2,SOACODE1,SOACODE2,SOA_NAME1,SOA_NAME2,TAXCREDIT1,TAXCREDIT2,FHA_COUNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,DPVACT,DPVNOST,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,MTR_LATEST_DSCR,MGMT_AGENT_ORG_NAME,MGMT_CONTACT_FULL_NAME,MGMT_CONTACT_INDV_TITLE_TEXT,MGMT_CONTACT_ADDRESS_LINE1,MGMT_CONTACT_ADDRESS_LINE2,MGMT_CONTACT_CITY_NAME,MGMT_CONTACT_STATE_CODE,MGMT_CONTACT_ZIP_CODE,MGMT_CONTACT_MAIN_PHN_NBR,MGMT_CONTACT_EMAIL_TEXT,LOAN_MATURITY_DATE,DEMO_RESTRUCTURE_CLOSING_DATE,REAC_LAST_INSPCT_RELEASE_DATE,MARK_TO_MARKET_RESTRUCTURE_DT,REAC_LAST_INSPECTION_DATE,FASS_LAST_AFS_CLOSED_DATE,FASS_LAST_REPORTING_END_DT,FULL_DEBT_RESTRUCTURE_DATE,LAST_CRITICAL_DATE,NGHBRHD_NTWRK_EST_DATE,OCCUPANCY_DATE,WATCH_LIST_DATE,ORIGINAL_LOAN_AMOUNT,UNIT_MRKT_RENT_CNT,INITIAL_ENDORSEMENT_DATE,TOTAL_AVBL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR
-83.048749000014482,42.331880998927936,33222,800240691,2622000,Detroit,Detroit,JACQUELINE A FULTZ,THE GRISWOLD,1117 Griswold Avenue,,Y,13,Detroit,0,0,,Insured-Unsubsidized,,,,0,,,0,,N,12/31,Y,Insured,Y,N,N,N,N,N,N,04435669,04435669,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,N,N,,,0,0,0,0,S 221(d)(4),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04435669,,OMI,,221d4 NC/SR,,N,,1,26,Wayne,163,520700,2,2014,Wayne,163,22000,Detroit,22000,Detroit city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2613,1698,D,,,,1117 Griswold St,,Detroit,MI,48226,1936,,48226,99,1,48226193699,H,,,,2,,N,N,,80% Overall probable correctness,42.331881,-83.048749,S,,R,U,** Street-Level Rooftop **,26163,2622000,26163520700,261635207002,,"The Fourmidable Group, Inc.",nicole Bentley,President,"32500 Telegraph Rd., Ste. 100",,Bingham Farms,MI,48025,248-497-9292,nbentley@fourmidable.com,2057-03-01T00:00:00.000Z,,,,,,,,,,,,15491000,0,2015-10-22T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-84.502312000050935,43.980722999131281,33242,800242482,2632320,OHP,OHP,JUANITA I RUF,The Brook of Gladwin,1201 West Cedar Avenue,,Y,04,Gladwin,0,52,989-426-8700,Insured-Unsubsidized,00,,,0,,,0,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04822034,04822034,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase of 232 Asst'd Living,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04822034,,RNA,,223(f) Refi/ Purchase of 232 Asst'd Living,,N,,1,26,Gladwin,051,000700,4,4023,Gladwin,051,32320,Gladwin,32320,Gladwin city,C5,,9999,,99999,,99999,,0,0,2604,2478,D,,,,1201 W Cedar Ave,,Gladwin,MI,48624,1873,,48624,99,9,48624187399,H,,,,0,,,N,,100% Overall probable correctness,43.980723,-84.502312,S,,R,U,** Street-Level Rooftop **,26051,2632320,26051000700,260510007004,0,"The Brook Retirement Communities, Inc.",William Carey,,2375 S. I-75 Business Loop,Suite 4,Grayling,MI,49738,989-745-6500,wcarey@carey-jaskowski.com,2051-10-01T00:00:00.000Z,,,,,,,,,,,,6090000,52,2016-09-29T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-84.246485999616851,44.266706999259476,33299,800242483,2685580,OHP,OHP,JUANITA I RUF,The Brook of West Branch,646 Court Street,,Y,04,West Branch,0,52,989-343-1400,Insured-Unsubsidized,00,,,0,,,0,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04822035,04822035,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase of 232 Asst'd Living,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04822035,,RNA,,223(f) Refi/ Purchase of 232 Asst'd Living,,N,,1,26,Ogemaw,129,950200,3,3100,Ogemaw,129,85580,West Branch,85580,West Branch city,C5,,9999,,99999,,99999,,0,0,2604,6366,D,,,,646 Court St,,West Branch,MI,48661,8781,,48661,99,3,48661878199,H,,,,0,,,N,,100% Overall probable correctness,44.266707,-84.246486,S,,R,R,** Street-Level Rooftop **,26129,2685580,26129950200,261299502003,0,"The Brook Retirement Communities, Inc.",William Carey,,2375 S. I-75 Business Loop,Suite 4,Grayling,MI,49738,989-745-6500,wcarey@carey-jaskowski.com,2051-10-01T00:00:00.000Z,,,,,,,,,,,,4961200,52,2016-09-29T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-83.027718999937079,42.346185998879889,20941,800079079,2622000,Detroit,Detroit,KAREN J OSTRANDER,FENIMORE COURT APARTMENTS,1941 CHENE CT,,Y,14,Detroit,0,144,313-259-3077,Insured - Previously Subsidized,FAM,Indv. families - not eld/ handicap,Family,562882,81  b,69 - Yellow,1,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04435593,04435593,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Recap Approves PAE 'Lite' Recommendation,Watch List Lite,Rent Restr,N,N,,N,N,N,N,Y,N,,,0,0,0,0,S 221(d)(4),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04435593,,REJ,,223(a)(7) Refi of 221d4 NC/SR,,N,,1,26,Wayne,163,516900,1,1004,Wayne,163,22000,Detroit,22000,Detroit city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2614,1698,Y,,,,1941 Chene Ct,,Detroit,MI,48207,3840,,48207,41,9,48207384041,S,,,,0,,,,,100% Overall probable correctness,42.346186,-83.027719,S,,R,U,** Street-Level Rooftop **,26163,2622000,26163516900,261635169001,1.263,Rose Community Management LLC,George Cvijovic,,50 Public Sq Ste 1200,,Cleveland,OH,44113,216-416-3117,gcvijovic@forestcity.net,2035-05-01T00:00:00.000Z,,2016-08-03T00:00:00.000Z,,2016-08-02T00:00:00.000Z,2017-03-16T00:00:00.000Z,2016-12-31T00:00:00.000Z,,2007-12-05T00:00:00.000Z,,1981-07-20T00:00:00.000Z,,4932600,144,2006-02-23T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-83.486442999985087,42.287634999289928,21029,800060668,2616313120,Detroit,Detroit,ZENA M FARAH,SUMMIT CREEK APARTMENTS,2500 CANTON CENTER RD,,Y,11,CANTON,0,153,734-398-3300,Insured-Unsubsidized,FAM,Indv. families - not eld/ handicap,Family,541239,80  c*,98 - Green*,0,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04435645,04435645,,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,S 221(d)(4),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04435645,,REJ,,223(a)(7) Refi of 221d4 NC/SR,,N,,1,26,Wayne,163,564503,2,2000,Wayne,163,13120,Canton,99999,Canton charter township,99,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2611,,N,,,,2500 S Canton Center Rd,,Canton,MI,48188,1606,,48188,00,8,48188160600,S,,,,1,N,,,,90% Overall probable correctness,42.287635,-83.486443,S,,R,U,** Street-Level Rooftop **,26163,2699999,26163564503,261635645032,1.432,SINGH MANAGEMENT COMPANY,tracy rinaldi,,7125 Orchard Lake Road,Suite 200,West Bloomfield,MI,48322,248-865-1600,summitcreek@singhmail.com,2052-08-01T00:00:00.000Z,,2015-12-13T00:00:00.000Z,,2015-12-10T00:00:00.000Z,2017-04-04T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,1999-05-05T00:00:00.000Z,,14229200,153,2012-10-25T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-83.118992000088227,42.460792999173037,21365,800209795,2627880,Detroit,Detroit,HENRY E PLOWDEN,PINECREST APARTMENTS,1220 9 MILE RD,,N,,,0,24,734-368-1755,Insured-Unsubsidized,00,,,562835,85  c*,24 - Red,0,MFH,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04411242,04411242,,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(a)(7) Refi of 223(f) Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04411242,,REK,,223(a)(7) Refi of 223(f) Apts,,N,,1,26,Oakland,125,173600,1,1002,Oakland,125,27880,Ferndale,27880,Ferndale city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2609,2136,Y,,,,1220 E 9 Mile Rd,,Ferndale,MI,48220,1972,,48220,20,3,48220197220,S,,,,0,,,,,100% Overall probable correctness,42.460793,-83.118992,S,,R,U,** Street-Level Rooftop **,26125,2627880,26125173600,261251736001,1.579,Joseph Claiborne,Joseph Claiborne,,17220 Fairway Dr,,Detroit,MI,48221,313-8627256,JMJ.Claiborne@comcast.net,2046-05-01T00:00:00.000Z,,2016-08-15T00:00:00.000Z,,2016-08-08T00:00:00.000Z,,2016-12-31T00:00:00.000Z,,,,1999-03-09T00:00:00.000Z,,785200,24,2012-09-27T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-83.267375000066849,42.677642999334545,21685,800211884,2665440,Detroit,Detroit,BRENDA BLAIES,"WIND SONG APARTMENTS, THE",860 E. Walton Boulevard,,Y,14,Pontiac,0,175,248-373-6110,Insured-Unsubsidized,00,,,594067,46  c*,67 - Yellow,0,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04411127,04411127,,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(a)(7) Refi of 223(f) Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04411127,04411127,REK,REK,223(a)(7) Refi of 223(f) Apts,223(a)(7) Refi of 223(f) Apts,N,N,2,26,Oakland,125,141000,3,3010,Oakland,125,65440,Pontiac,65440,Pontiac city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2614,4962,Y,,,,860 E Walton Blvd,,Pontiac,MI,48340,1364,,48340,60,1,48340136460,S,,,,0,,,,,100% Overall probable correctness,42.677643,-83.267375,S,,R,U,** Street-Level Rooftop **,26125,2665440,26125141000,261251410003,0.404,"Barrington Group, Incorporated",Scott Bradley,,727 South Orange Avenue,,Sarasota,FL,34236,941-955-8000,scottbradley@bgidevelopment.com,2042-08-01T00:00:00.000Z,,2017-09-21T00:00:00.000Z,,2017-09-20T00:00:00.000Z,,2016-12-31T00:00:00.000Z,,,,1970-12-31T00:00:00.000Z,,4078612,175,2007-07-31T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-84.461438999576572,45.645126998751358,21884,800214288,2615000,Detroit,Detroit,MICHELLE L TERRELL,LIGHTHOUSE VILLAGE,400 Duncan Avenue,,Y,01,CHEBOYGAN,0,48,231-597-9419,Insured-Unsubsidized,CMI,Chronically Mentally Ill,Disabled,545791,92  b*,,0,,N,12/31,Y,Insured,N,N,Y,N,N,N,N,04898002,04798021,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,N,N,,,0,0,0,0,542(c) HFA Risk Sharing -- NC/SR,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04898002,04798021,YHN,YHN,542(c) HFA Risk Sharing -- NC/SR,542(c) HFA Risk Sharing -- NC/SR,N,N,2,26,Cheboygan,031,960300,1,1054,Cheboygan,031,15000,Cheboygan,15000,Cheboygan city,C5,,9999,,99999,,99999,,0,0,2601,1272,D,,,,400 Duncan Ave,,Cheboygan,MI,49721,2157,,49721,99,4,49721215799,H,,,,0,,,N,,100% Overall probable correctness,45.645127,-84.461439,S,,R,U,** Street-Level Rooftop **,26031,2615000,26031960300,260319603001,,The Associated Management Company,Jennifer Harley,Property Manager,"19855 West Outer Drive, Suite 107E",,Dearborn,MI,48124,313-359-5502,jharley@associatedmanagement.net,,,2015-09-28T00:00:00.000Z,,2015-09-25T00:00:00.000Z,,,,,,2002-10-31T00:00:00.000Z,,2031274,48,2002-10-31T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
-84.523048000400465,42.628861999044808,22039,800215840,2606521420,Detroit,Detroit,MARK R LATHROP,HUNTLEY VILLAS,1594 Aurelius Rd,,Y,08,Holt,20,160,517-694-3493,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,541242,92  c*,63 - Yellow,2,None,Y,12/31,Y,Insured,N,N,Y,N,Y,Y,N,04735254,04735254,MI33L000021,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,MI33L000021,,1,20,0,20,LMSA,,30-SEP-22,,113.37000275,0,0,0,11,0,9,0,0,0,0,0,0,0,04735254,,REJ,,223(a)(7) Refi of 221d4 NC/SR,,N,,1,26,Ingham,065,005502,1,1011,Ingham,065,21420,Delhi,38780,Holt CDP,U1,,4040,"Lansing-East Lansing, MI MSA",29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",99999,,1,0,2608,2952,Y,,,,1594 Aurelius Rd,,Holt,MI,48842,1903,,48842,94,8,48842190394,S,,,,0,,,,,100% Overall probable correctness,42.628862,-84.523048,S,,R,U,** Street-Level Rooftop **,26065,2638780,26065005502,260650055021,0.859,UAH Property Management LP,Deborah Welchel,,10670 N Central Expressway,Suite 505,Dallas,TX,75231,512-267-7432,Dwelchel@uahmgt.com,2053-02-01T00:00:00.000Z,,2015-03-05T00:00:00.000Z,,2015-03-04T00:00:00.000Z,2017-04-03T00:00:00.000Z,2016-12-31T00:00:00.000Z,,,,2002-05-09T00:00:00.000Z,,5483100,1,2013-01-30T00:00:00.000Z,160,85.28,58,93.81,12,0,2,114,573,590,18755,9542,7.41,24.07,14.81,14.81,38.89,34.48,0,58.62,28.55,74.14,51.72,6.9,34.48,79.31,32.76,27.27,28.57,18.42,6.9,53.45,15.52,24.14,1.72,55.17,44.83,1.72,0,8.62,0,82,84.48,64,22.41,62.07,15.52,25.86,16.8,10.76,65.18,46,12.28,14.91,91.38,14607,2017-10-16T14:32:47.000Z,120756,116605
-83.079814000180747,42.339835999279359,22122,800210631,2622000,Detroit,Detroit,HENRY E PLOWDEN,ALBERTA W. KING VILLAGE,2140 Martin Luther King Blvd.,,Y,13,DETROIT,0,120,313-831-3562,Insured-Unsubsidized,WPH,Wholly physically handicapped,Disabled,518124,80  c*,Not Assessed,0,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04411383,04411383,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,,N,N,N,N,Y,N,,,0,0,0,0,223(f) Refi/ Purchase Apts,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04411383,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,26,Wayne,163,522000,1,1060,Wayne,163,22000,Detroit,22000,Detroit city,C5,,2160,"Detroit, MI PMSA",19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",99999,,1,0,2613,1698,D,,,,2140 Martin Luther King Jr Blvd,,Detroit,MI,48208,2667,,48208,99,9,48208266799,H,,,,2,,,N,,80% Overall probable correctness,42.339836,-83.079814,S,,R,U,** Street-Level Rooftop **,26163,2622000,26163522000,261635220001,,"KMG Prestige, Inc.",Calvin Jackson,Regional Manager,102 South Main Street,,Mt. Pleasant,MI,48858,989-772-3261,cjackson@kmgprestige.com,2051-05-01T00:00:00.000Z,,2014-11-18T00:00:00.000Z,,2014-11-07T00:00:00.000Z,,2016-12-31T00:00:00.000Z,,,,2001-02-27T00:00:00.000Z,,4135300,120,2016-04-12T00:00:00.000Z,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017-10-16T14:32:47.000Z,-4,-4
